sent_id,token_id,form,upos,head,deprel,sent_len,is_root
answers-20111108105400AASqPIh_ans-0010,17,cause,VERB,13,acl:relcl,21,False
reviews-342807-0003,4,fact,NOUN,2,obl,28,False
answers-20111108083309AAg9jwT_ans-0009,18,smallest,ADJ,19,amod,29,False
reviews-160073-0011,6,and,CCONJ,7,cc,9,False
answers-20111108111031AARG57j_ans-0009,10,his,PRON,11,nmod:poss,12,False
weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0019,19,are,AUX,20,aux,24,False
reviews-194316-0003,2,waiters,NOUN,6,nsubj,7,False
email-enronsent38_01-0027,59,pass,VERB,37,conj,68,False
reviews-063963-0002,13,to,PART,15,mark,30,False
reviews-018465-0010,4,around,ADP,5,case,22,False
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0002,14,viewpoints,NOUN,15,nsubj,22,False
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025,41,world,NOUN,38,nmod,104,False
reviews-235211-0005,32,act,NOUN,28,nmod,33,False
email-enronsent43_01-0047,13,due,ADJ,18,case,19,False
answers-20111108092643AAXe4lD_ans-0050,5,with,ADP,6,case,15,False
answers-20111108101816AAdTp9M_ans-0005,2,knowing,VERB,0,root,8,True
reviews-036133-0019,20,I,PRON,22,nsubj,24,False
answers-20111108084355AAvLpRa_ans-0008,7,will,AUX,8,aux,12,False
weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0014,52,Kashmir,PROPN,50,nmod,56,False
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0052,4,left,VERB,3,acl,16,False
reviews-336049-0003,6,mins,NOUN,3,obj,37,False
email-enronsent40_01-0032,10,pass,VERB,7,xcomp,20,False
email-enronsent12_01-0043,6,intended,VERB,7,amod,17,False
weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0047,13,been,AUX,15,cop,53,False
answers-20111108104724AAuBUR7_ans-0050,2,'s,AUX,3,aux,24,False
weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0038,31,Sinhalese,ADJ,32,amod,43,False
reviews-209465-0002,1,I,PRON,4,nsubj,50,False
reviews-220214-0006,22,exclusively,ADV,23,advmod,37,False
answers-20111108092643AAXe4lD_ans-0012,5,weeks,NOUN,3,nmod,11,False
reviews-330966-0004,54,unmanned,ADJ,47,ccomp,85,False
answers-20111031103114AA61BW3_ans-0006,6,town,NOUN,3,obl,23,False
email-enronsent34_01-0017,7,to,ADP,8,case,21,False
answers-20111108110329AAxl1pb_ans-0010,34,time,NOUN,27,obl:unmarked,35,False
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0089,31,truth,NOUN,28,nmod,36,False
email-enronsent38_01-0047,8,more,ADV,9,advmod,22,False
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0019,15,spacefaring,ADJ,16,amod,32,False
answers-20111108051456AAQJaXR_ans-0018,15,not,PART,13,advmod,18,False
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0179,1,43.6,NUM,2,compound,25,False
email-enronsent02_01-0036,23,end,NOUN,17,obl,24,False
newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0048,4,Luest,PROPN,3,flat,13,False
newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0004,67,the,DET,68,det,73,False
reviews-004540-0002,17,their,PRON,18,nmod:poss,24,False
answers-20111108105029AARU1Lf_ans-0003,10,time,NOUN,7,obj,29,False
email-enronsent27_01-0055,8,have,VERB,3,conj,29,False
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0163,5,sent,VERB,0,root,32,True
reviews-336049-0002,3,the,DET,5,det,24,False
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0021,4,United,ADJ,5,amod,20,False
answers-20111108092643AAXe4lD_ans-0002,32,wondering,VERB,3,conj,67,False
reviews-280663-0008,17,music,NOUN,15,nmod,23,False
email-enronsent27_01-0013,11,wife,NOUN,8,nmod,17,False
reviews-329692-0003,1,We,PRON,3,nsubj,11,False
email-enronsent13_01-0030,27,Mob.,NOUN,1,list,30,False
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0063,21,have,AUX,22,aux,23,False
email-enronsent35_01-0099,20,agreeing,VERB,16,ccomp,59,False
reviews-035899-0002,7,little,ADJ,8,amod,22,False
answers-20111108071852AAxbh5F_ans-0005,12,lost,VERB,3,conj,15,False
reviews-276689-0011,2,than,ADP,3,case,11,False
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0015,46,opinions,NOUN,43,obj,47,False
answers-20111108065616AAKtL2c_ans-0021,11,other,ADJ,12,amod,13,False
answers-20111108111312AAq4ETn_ans-0026,1,Did,AUX,4,aux,11,False
reviews-070730-0002,5,Logan,PROPN,6,compound,32,False
email-enronsent41_01-0069,22,changed,VERB,19,xcomp,23,False
answers-20111108051456AAQJaXR_ans-0013,8,than,ADP,9,case,22,False
reviews-181748-0011,19,know,VERB,17,xcomp,49,False
answers-20111108090913AAf83Jh_ans-0022,12,wang,NOUN,9,nmod,13,False
weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0062,7,high,ADJ,8,amod,12,False
reviews-396880-0004,6,upgrade,NOUN,3,xcomp,21,False
reviews-142081-0005,8,offered,VERB,0,root,36,True
reviews-363685-0008,1,However,ADV,6,advmod,14,False
reviews-181771-0005,28,I,PRON,32,nsubj,40,False
email-enronsent35_01-0125,3,09/11/99,NUM,1,obl,5,False
weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0060,29,that,SCONJ,28,fixed,37,False
email-enronsent26_01-0003,5,what,DET,8,det:predet,13,False
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019,5,ambulances,NOUN,4,obj,37,False
email-enronsent44_01-0075,7,Analysis_0712,X,2,flat,10,False
reviews-280340-0001,14,n't,PART,15,advmod,22,False
answers-20111108111031AARG57j_ans-0019,27,of,ADP,28,case,40,False
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0054,16,a,DET,18,det,19,False
reviews-121651-0005,3,the,DET,4,det,18,False
weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0001,28,border,NOUN,21,nmod,29,False
reviews-351561-0012,9,exact,ADJ,10,amod,11,False
answers-20111104175256AAL21Ha_ans-0020,3,a,DET,6,det,26,False
answers-20111108065616AAKtL2c_ans-0059,8,60's,NOUN,2,nmod,28,False
email-enronsent26_01-0026,2,have,VERB,0,root,19,True
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0047,3,'s,PART,2,case,25,False
newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0007,1,Seeing,VERB,10,csubj,27,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0153,4,morality,NOUN,0,root,28,True
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0205,16,n't,PART,17,advmod,21,False
newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0040,9,dishonors,VERB,0,root,29,True
answers-20111108103930AA7FPhc_ans-0013,2,would,AUX,4,aux,8,False
reviews-333243-0008,14,to,PART,15,mark,19,False
reviews-374604-0001,11,or,CCONJ,12,cc,52,False
reviews-037794-0002,7,great,ADJ,4,acl:relcl,24,False
reviews-048363-0017,11,me,PRON,10,obj,16,False
answers-20111108105749AABv7vx_ans-0005,5,it,PRON,4,obj,11,False
answers-20111108065616AAKtL2c_ans-0038,1,Also,ADV,4,advmod,16,False
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245,49,worked,VERB,42,conj,52,False
weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0023,10,as,ADP,12,case,44,False
reviews-374604-0003,22,on,ADP,21,compound:prt,27,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0142,1,The,DET,3,det,17,False
reviews-268673-0003,2,my,PRON,3,nmod:poss,32,False
newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0059,3,it,PRON,7,nsubj:pass,26,False
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0023,11,in,ADP,13,case,52,False
reviews-360698-0002,6,first,ADV,7,advmod,31,False
answers-20111108085734AATXy0E_ans-0007,17,must,AUX,19,aux,47,False
email-enronsent25_01-0072,6,as,ADP,10,case,14,False
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0218,7,in,ADP,8,case,10,False
reviews-272836-0004,1,It,PRON,4,expl,24,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0178,4,am,AUX,2,cop,13,False
email-enronsent10_01-0014,8,review,VERB,4,conj,21,False
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0002,13,taking,NOUN,10,obj,26,False
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0047,34,Island,PROPN,31,nmod,40,False
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0084,46,it,PRON,45,obj,47,False
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0015,11,firm,NOUN,13,nsubj,38,False
reviews-154157-0004,2,to,ADP,3,case,7,False
email-enronsent39_01-0089,8,and,CCONJ,9,cc,64,False
answers-20111108105520AA73Axw_ans-0024,4,the,DET,5,det,51,False
email-enronsent40_01-0042,57,equivalent,ADJ,58,amod,60,False
reviews-361348-0002,13,had,VERB,9,acl:relcl,18,False
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0036,6,placed,VERB,4,conj,25,False
reviews-280663-0006,16,extra,ADJ,17,amod,29,False
reviews-290594-0009,24,is,AUX,26,aux:pass,46,False
reviews-225632-0003,11,science,NOUN,12,compound,41,False
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0215,18,destruction,NOUN,15,nmod,23,False
reviews-326649-0009,20,this,DET,21,det,22,False
reviews-005636-0004,30,going,VERB,29,csubj,36,False
reviews-160073-0005,32,have,AUX,36,aux,39,False
answers-20090605110235AAALlCt_ans-0009,1,Both,DET,2,det,24,False
answers-20111108104724AAuBUR7_ans-0075,20,now,ADV,17,advmod,41,False
answers-20111107094641AATmyb6_ans-0001,11,Delta,PROPN,7,nmod,15,False
newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0003,4,merit,NOUN,2,obj,9,False
reviews-319816-0011,22,else,ADV,21,advmod,23,False
reviews-275919-0006,5,these,DET,6,det,7,False
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0026,1,At,ADP,4,case,27,False
reviews-220214-0004,7,doctor,NOUN,9,nmod:poss,33,False
email-enronsent05_02-0032,3,meantime,NOUN,6,obl,17,False
answers-20111031103114AA61BW3_ans-0010,5,market,NOUN,1,obl,22,False
reviews-319816-0003,3,my,PRON,4,nmod:poss,14,False
answers-20111108102621AA3hPqj_ans-0005,17,they,PRON,20,nsubj,31,False
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024,7,by,ADP,8,case,70,False
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0155,13,seeking,VERB,8,ccomp,36,False
email-enronsent05_02-0009,6,Law,PROPN,2,appos,11,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0131,1,Bush,PROPN,3,nsubj,9,False
answers-20111108090524AAofoXT_ans-0018,14,you,PRON,13,iobj,26,False
newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0008,3,few,ADJ,4,amod,29,False
email-enronsent39_01-0053,13,and,CCONJ,14,cc,18,False
answers-20111108104352AASs5OZ_ans-0009,7,though,SCONJ,10,mark,23,False
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0080,75,on,ADP,77,case,102,False
email-enronsent31_01-0018,24,etc.,NOUN,17,conj,38,False
reviews-042416-0002,12,stayed,VERB,7,acl:relcl,14,False
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0006,16,in,ADP,18,case,48,False
reviews-120335-0006,17,here,ADV,16,advmod,18,False
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0023,39,in,ADP,40,case,43,False
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0110,13,al,PROPN,11,flat,28,False
answers-20111108100918AATaSIx_ans-0010,36,feed,VERB,27,conj,38,False
reviews-131458-0003,23,requirements,NOUN,19,obj,30,False
reviews-142081-0004,14,tires,NOUN,11,nmod,15,False
email-enronsent16_01-0079,18,with,ADP,22,case,23,False
answers-20111108091938AAmE8Tv_ans-0002,3,a,DET,8,det,23,False
reviews-361348-0002,7,the,DET,9,det,18,False
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0054,9,the,DET,10,det,19,False
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0094,1,If,SCONJ,6,mark,41,False
email-enronsent34_01-0007,15,going,VERB,12,ccomp,26,False
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0002,9,to,PART,10,mark,26,False
newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0033,12,lists,NOUN,7,obl,13,False
email-enronsent01_02-0004,1,Off,ADV,13,advmod,32,False
reviews-036133-0018,1,He,PRON,2,nsubj,15,False
email-enronsent36_02-0012,16,important,ADJ,5,advcl,23,False
email-enronsent11_01-0002,3,take,VERB,0,root,18,True
answers-20090605110235AAALlCt_ans-0011,9,a,DET,11,det,16,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0042,19,exposed,VERB,14,ccomp,25,False
reviews-371300-0003,14,asked,VERB,8,advcl,31,False
answers-20111108092029AAsHTYP_ans-0011,13,feathers,NOUN,17,nsubj,18,False
email-enronsent05_02-0081,18,the,DET,19,det,29,False
reviews-036133-0016,3,once,ADV,4,advmod,6,False
email-enronsent43_01-0064,2,new,ADJ,4,amod,29,False
reviews-010450-0001,16,food,NOUN,8,ccomp,17,False
answers-20110721164531AA3BGSJ_ans-0014,1,I,PRON,4,nsubj,23,False
reviews-351561-0015,3,the,DET,4,det,54,False
email-enronsent22_01-0005,24,our,PRON,25,nmod:poss,26,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0210,1,Almost,ADV,2,advmod,29,False
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0009,39,of,SCONJ,40,mark,52,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0267,6,Executive,ADJ,7,amod,10,False
reviews-361545-0004,7,'n,CCONJ,8,cc,49,False
email-enronsent20_01-0019,5,quote,NOUN,3,obj,8,False
reviews-047184-0002,11,site,NOUN,6,obl,20,False
newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0011,7,as,SCONJ,8,mark,41,False
answers-20111108084119AAhsBk8_ans-0004,10,of,ADP,12,case,13,False
email-enronsent25_01-0023,2,you,PRON,4,nsubj,25,False
answers-20111108094927AA5NjHj_ans-0015,3,5,NUM,4,nummod,52,False
answers-20111108100918AATaSIx_ans-0008,2,in,ADP,5,case,17,False
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0056,8,economic,ADJ,9,amod,10,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0079,4,course,NOUN,3,fixed,20,False
email-enronsent37_01-0020,1,Shawna,PROPN,0,root,4,True
answers-20111108104228AA6z9uZ_ans-0002,119,and,CCONJ,123,cc,135,False
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0074,8,his,PRON,9,nmod:poss,12,False
answers-20111108100419AAKZvMH_ans-0011,54,wall,NOUN,50,obl,72,False
answers-20111108083256AAnI6Wt_ans-0004,1,Do,AUX,4,aux,10,False
reviews-288100-0007,8,time,NOUN,4,conj,17,False
reviews-148971-0003,3,going,VERB,0,root,17,True
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0168,8,is,AUX,10,cop,15,False
email-enronsent37_01-0111,8,afternoon,NOUN,9,compound,10,False
answers-20111108104724AAuBUR7_ans-0014,17,has,VERB,12,conj,23,False
answers-20111107175720AAlb2TB_ans-0024,10,the,DET,11,det,74,False
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0212,12,for,ADP,15,case,20,False
reviews-036133-0002,1,I,PRON,2,nsubj,13,False
answers-20111107193044AAvUYBv_ans-0004,34,me,PRON,33,iobj,44,False
reviews-017345-0009,1,Same,ADJ,2,amod,10,False
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0011,27,you,PRON,29,nsubj,34,False
email-enronsent41_01-0036,3,is,AUX,7,cop,20,False
reviews-351561-0003,13,Rittenhouse,PROPN,14,compound,26,False
answers-20111108091938AAmE8Tv_ans-0026,15,soon,ADV,13,advmod,21,False
weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0011,2,that,DET,3,det,21,False
newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0016,14,the,DET,15,det,25,False
answers-20111108101816AAdTp9M_ans-0009,5,be,AUX,6,cop,12,False
answers-20111108084111AAl5ras_ans-0007,26,up,ADP,25,compound:prt,30,False
reviews-086839-0005,7,have,VERB,2,advcl,23,False
email-enronsent40_01-0046,12,EnronOnline,PROPN,13,compound,19,False
reviews-049766-0006,12,native,ADJ,13,amod,14,False
email-enronsent35_01-0131,18,London,PROPN,19,compound,20,False
answers-20090605110235AAALlCt_ans-0001,3,the,DET,4,det,7,False
email-enronsent15_01-0066,19,for,ADP,20,case,21,False
answers-20111108105629AAiZUDY_ans-0031,10,she,PRON,11,nsubj,16,False
reviews-121342-0009,1,We,PRON,4,nsubj,15,False
reviews-220214-0007,7,the,DET,8,det,13,False
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0011,26,is,AUX,27,aux:pass,32,False
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0175,16,surgical,ADJ,17,amod,28,False
email-enronsent40_01-0105,3,the,DET,4,det,5,False
email-enronsent33_01-0034,2,the,DET,4,det,25,False
email-enronsent33_01-0110,1,We,PRON,4,nsubj,19,False
newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0049,4,four,NUM,5,nummod,19,False
weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0010,9,are,VERB,5,conj,26,False
answers-20111108091921AAaLK4e_ans-0014,40,was,AUX,42,cop,62,False
answers-20111108065707AAj7DaH_ans-0008,9,i,PRON,10,nsubj,19,False
reviews-124163-0006,7,the,DET,9,det,20,False
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0217,16,or,CCONJ,17,cc,21,False
reviews-376320-0010,16,to,ADP,18,case,19,False
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0203,3,Number,NOUN,1,appos,13,False
weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0032,8,commonsense,ADJ,9,amod,10,False
answers-20111108105520AA73Axw_ans-0010,12,really,ADV,13,advmod,14,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0087,17,the,DET,19,det,20,False
email-enronsent03_01-0048,8,meeting,NOUN,3,nsubj,11,False
email-enronsent02_01-0050,7,will,AUX,9,aux,16,False
reviews-351727-0005,13,the,DET,14,det,31,False
reviews-062167-0006,17,coupled,VERB,15,acl,21,False
reviews-338429-0006,4,information,NOUN,2,obj,16,False
reviews-069995-0002,4,Willow,PROPN,5,compound,17,False
answers-20111108102810AAfCh1W_ans-0014,1,To,ADP,3,case,32,False
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141,6,these,DET,14,det,21,False
answers-20111108084119AAhsBk8_ans-0010,4,use,VERB,0,root,14,True
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0200,35,representing,VERB,33,acl,50,False
email-enronsent36_02-0043,15,Confirmations,NOUN,10,nmod,30,False
email-enronsent06_01-0072,29,4-12,X,27,flat,37,False
reviews-187875-0004,4,BURNT,ADJ,3,xcomp,8,False
reviews-026883-0010,8,set,NOUN,10,nsubj:pass,60,False
email-enronsent11_01-0036,12,to,ADP,13,case,14,False
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0035,3,of,ADP,4,case,28,False
weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0055,14,the,DET,15,det,24,False
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0044,6,your,PRON,7,nmod:poss,12,False
answers-20111108105629AAiZUDY_ans-0024,5,in,ADP,8,case,9,False
email-enronsent19_01-0040,3,all,DET,2,nmod:unmarked,9,False
reviews-018548-0010,8,should,AUX,9,aux,11,False
email-enronsent38_01-0027,27,act,VERB,23,ccomp,68,False
email-enronsent34_01-0014,38,Kelley,PROPN,36,conj,57,False
reviews-079007-0005,5,dish,NOUN,3,obj,6,False
newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0036,18,gently,ADV,16,conj,19,False
email-enronsent42_01-0029,3,the,DET,5,det,10,False
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0023,1,He,PRON,2,nsubj,8,False
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0086,13,etc,NOUN,7,conj,24,False
weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0017,45,the,DET,47,det,57,False
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0022,56,Pigs,PROPN,52,conj,57,False
answers-20111108111312AAq4ETn_ans-0037,7,and,CCONJ,10,cc,14,False
answers-20111108105629AAiZUDY_ans-0007,4,going,VERB,0,root,11,True
answers-20111108092643AAXe4lD_ans-0039,25,fight,VERB,23,xcomp,28,False
reviews-345182-0008,5,and,CCONJ,7,cc,19,False
reviews-062167-0003,9,refer,VERB,0,root,21,True
answers-20111108105520AA73Axw_ans-0019,2,you,PRON,3,nsubj,12,False
weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0090,4,This,PRON,3,obj,14,False
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0037,3,IS,AUX,4,cop,14,False
answers-20111108092738AA2dtyW_ans-0001,3,should,AUX,5,aux,11,False
reviews-396880-0007,2,I,PRON,4,nsubj,32,False
answers-20111108084119AAhsBk8_ans-0006,4,to,PART,6,mark,19,False
email-enronsent09_01-0036,9,$,SYM,7,obj,24,False
email-enronsent02_01-0019,17,p&l,NOUN,12,conj,23,False
reviews-283041-0002,22,a,DET,24,det,66,False
reviews-336049-0004,52,wondering,VERB,47,conj,66,False
answers-20111108110329AAxl1pb_ans-0023,12,his,PRON,13,nmod:poss,17,False
newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0008,2,'m,AUX,3,cop,27,False
weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0008,28,Rahman,PROPN,26,nmod,34,False
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0005,12,April,PROPN,13,compound,19,False
answers-20111108101024AANYJpw_ans-0016,23,steal,VERB,21,advcl,27,False
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0028,3,overtures,NOUN,22,nsubj:pass,54,False
newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0035,7,body,NOUN,5,obj,17,False
answers-20111108065616AAKtL2c_ans-0047,5,',PART,4,case,13,False
newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0013,2,2005,NUM,1,nmod:unmarked,4,False
email-enronsent38_01-0127,8,chnages,NOUN,5,obj,9,False
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0032,2,Commander,PROPN,8,nsubj,57,False
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0018,22,Court,PROPN,18,obl,23,False
email-enronsent17_01-0017,3,Alan,PROPN,0,root,12,True
answers-20111108104724AAuBUR7_ans-0036,4,one,NOUN,0,root,22,True
answers-20111108104724AAuBUR7_ans-0056,20,as,ADV,12,advmod,22,False
email-enronsent03_01-0010,7,in,ADP,8,case,9,False
email-enronsent12_01-0032,9,attached,VERB,11,xcomp,15,False
weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0050,7,arrest,NOUN,0,root,36,True
email-enronsent27_01-0023,6,he,PRON,7,nsubj,9,False
