sent_id,token_id,form,upos,head,deprel,sent_len,is_root
train-s3601,4,कहा,VERB,0,root,43,True
train-s3246,12,गिरोह,NOUN,16,nmod,18,False
train-s6043,1,आधिकारिक,ADJ,2,amod,28,False
train-s12696,25,ही,PART,23,dep,34,False
train-s2983,7,को,ADP,6,case,12,False
train-s7443,9,सभी,DET,12,det,23,False
train-s10803,5,के,ADP,1,case,35,False
train-s4995,18,कि,SCONJ,33,mark,35,False
train-s6934,18,में,ADP,17,case,23,False
train-s8589,12,से,ADP,11,case,31,False
train-s971,11,गया,AUX,10,aux:pass,12,False
train-s2133,7,आतंकी,ADJ,8,amod,10,False
train-s13085,13,हैं,AUX,12,aux:pass,14,False
train-s10485,20,खिलाफ,ADP,18,case,24,False
train-s4721,23,पहुँचाने,VERB,39,advcl,40,False
train-s6881,10,को,ADP,9,case,19,False
train-s3526,4,हथौड़ों,NOUN,6,nmod,16,False
train-s1636,16,कश्मीरियों,NOUN,25,obl,27,False
train-s1476,4,स्टेशन,PROPN,16,obl,18,False
train-s11168,21,जुड़े,VERB,8,acl,23,False
train-s3249,28,गिरोह,NOUN,31,nmod,40,False
train-s12750,3,दिल्ली,PROPN,6,nmod,11,False
train-s2220,5,यान,NOUN,8,obl,34,False
train-s10750,18,पाकिस्तान,PROPN,19,obl,20,False
train-s12046,5,कहा,VERB,0,root,25,True
train-s4304,1,कावेरी,PROPN,2,compound,25,False
train-s1534,4,सोमवार,PROPN,14,obl,35,False
train-s10598,19,का,ADP,18,mark,35,False
train-s11715,27,लिए,ADP,25,case,34,False
train-s6687,9,में,ADP,8,case,20,False
train-s5986,4,के,ADP,3,case,21,False
train-s5957,1,कामथ,PROPN,3,nsubj:pass,25,False
train-s7208,6,ने,ADP,5,case,21,False
train-s6385,2,दल,NOUN,4,nmod,21,False
train-s5478,17,जैसी,ADP,16,case,23,False
train-s6540,3,छोड़ी,VERB,7,amod,15,False
train-s11241,8,कानून,NOUN,11,obj,26,False
train-s6064,30,मजबूर,ADJ,31,compound,34,False
train-s3176,3,हफ्ते,NOUN,8,obl,15,False
train-s11520,23,सहित,ADP,11,case,28,False
train-s5397,10,तीसरी,ADJ,11,amod,35,False
train-s9014,14,हैं,AUX,13,cop,15,False
train-s6284,17,दर्शकों,NOUN,19,iobj,42,False
train-s3936,4,के,ADP,3,case,20,False
train-s6613,5,पीड़ितों,NOUN,7,nmod,22,False
train-s12303,2,ड्राइवरों,NOUN,11,nsubj,13,False
train-s6680,22,रेखा,NOUN,36,obj,37,False
train-s4569,6,की,ADP,5,case,28,False
train-s9782,13,की,ADP,12,case,16,False
train-s5452,5,को,ADP,4,case,11,False
train-s11231,22,यह,PRON,27,nsubj,28,False
train-s564,2,की,ADP,1,case,46,False
train-s8297,24,पक्ष,NOUN,25,obj,26,False
train-s11907,6,से,ADP,5,case,49,False
train-s5003,6,नया,ADJ,7,amod,12,False
train-s880,10,कर,VERB,26,advcl,27,False
train-s3183,14,स्वतंत्र,ADJ,15,amod,22,False
train-s10082,16,उसके,PRON,17,nmod,27,False
train-s13195,3,अब,PRON,7,nmod,10,False
train-s4511,22,धोनी,PROPN,30,obl,32,False
train-s6909,17,ऐसा,PRON,18,obl,22,False
train-s8152,4,की,ADP,3,case,19,False
train-s9524,16,किया,VERB,2,obj,20,False
train-s2267,5,हजरत,PROPN,6,compound,18,False
train-s3443,36,रहा,AUX,34,aux:pass,38,False
train-s7685,17,चुराने,VERB,19,nmod,23,False
train-s9567,9,साप्ताहिक,ADJ,10,amod,45,False
train-s5818,4,अलवर,PROPN,10,obl,16,False
train-s12943,10,होनहार,ADJ,11,amod,18,False
train-s8713,2,बताया,VERB,0,root,18,True
train-s11544,11,सीडी,NOUN,13,nmod,24,False
train-s7054,6,भी,PART,4,dep,22,False
train-s5747,3,कि,SCONJ,14,mark,17,False
train-s5155,6,वालों,ADJ,5,compound,11,False
train-s1657,6,ने,ADP,5,case,14,False
train-s11569,24,उनकी,PRON,31,nmod,34,False
train-s7544,18,और,CCONJ,22,cc,25,False
train-s890,4,एलपीएस,PROPN,6,nmod,28,False
train-s5387,12,आदमी,NOUN,17,obl,18,False
train-s8133,13,टैक्स,NOUN,14,obj,18,False
train-s9920,11,दिन,NOUN,14,obl,17,False
train-s5156,1,शूटिंग,NOUN,2,obj,29,False
train-s6577,2,उद्योग,NOUN,4,obl,13,False
train-s538,12,ऊँचाई,NOUN,14,nsubj,16,False
train-s7418,33,हैं,AUX,31,aux:pass,34,False
train-s5994,3,मुताबिक,ADP,1,case,18,False
train-s10344,8,में,ADP,3,case,13,False
train-s1787,4,तत्कालीन,ADJ,5,amod,38,False
train-s13121,41,उसकी,PRON,42,nmod,59,False
train-s2570,16,हुए,AUX,15,aux,30,False
train-s9512,18,को,ADP,17,case,33,False
train-s6709,2,ऐसा,PRON,3,obl,14,False
train-s7966,5,अनुरोध,NOUN,7,obj,9,False
train-s13151,22,करने,VERB,26,obl,27,False
train-s1157,4,के,ADP,1,case,17,False
train-s12232,2,साथ,ADP,1,case,28,False
train-s9721,13,को,ADP,12,case,16,False
train-s2970,19,केंद्रीय,ADJ,20,amod,26,False
train-s2836,1,आर्थर,PROPN,3,nsubj,29,False
train-s2124,2,में,ADP,1,case,28,False
train-s12894,23,उसे,PRON,29,nsubj,30,False
train-s5231,12,कैबिनेट,NOUN,14,nmod,19,False
train-s7483,11,करोड़,NUM,13,nmod,18,False
train-s12766,1,सचिव,NOUN,3,nsubj,46,False
train-s9648,11,क्या,DET,12,det,14,False
train-s1783,18,मनमोहन,PROPN,19,compound,26,False
train-s3241,11,साथ,ADP,9,case,30,False
train-s13191,32,सिंह,PROPN,7,conj,64,False
train-s5025,11,नहीं,PART,12,advmod,15,False
train-s8812,1,निजी,ADJ,3,amod,17,False
train-s13259,4,परमाणु,NOUN,5,compound,50,False
train-s4645,49,लोगों,NOUN,52,obj,55,False
train-s12202,30,स्ट्रकचर,PROPN,33,nmod,62,False
train-s7249,7,ने,ADP,6,case,33,False
train-s7825,6,में,ADP,5,case,24,False
train-s12544,16,बदल,VERB,4,acl,18,False
train-s3157,4,शंकर,PROPN,5,compound,53,False
train-s12726,1,मौसम,NOUN,2,compound,32,False
train-s10006,4,ने,ADP,3,case,22,False
train-s2788,8,पहचान,NOUN,9,compound,28,False
train-s2086,5,कहा,VERB,0,root,14,True
train-s7690,18,आचार्य,NOUN,20,nmod,35,False
train-s3511,12,ने,ADP,11,case,46,False
train-s3909,6,जुटाया,VERB,8,acl,14,False
train-s1848,29,और,CCONJ,30,cc,42,False
train-s10073,12,देखे,VERB,0,root,17,True
train-s3664,15,नेता,NOUN,5,conj,19,False
train-s723,11,थे,AUX,9,aux:pass,23,False
train-s4357,16,खरीद,NOUN,17,compound,19,False
train-s2116,10,के,ADP,9,case,42,False
train-s12134,29,पर,ADP,28,case,32,False
train-s4105,11,की,ADP,10,case,22,False
train-s4286,16,से,ADP,15,case,24,False
train-s638,9,बातचीत,NOUN,12,obl,29,False
train-s6611,4,विधानसभा,NOUN,6,compound,14,False
train-s9653,11,त्रिभुज,PROPN,12,compound,19,False
train-s2569,12,गया,AUX,11,aux:pass,34,False
train-s13215,7,घटना,NOUN,12,nmod,22,False
train-s8095,3,मुताबिक,ADP,1,case,22,False
train-s4575,30,तोड़,ADV,32,advmod,35,False
train-s5998,11,भीतर,ADP,9,case,15,False
train-s4556,6,न्यायमूर्ति,NOUN,8,compound,36,False
train-s2598,18,तक,ADP,17,case,28,False
train-s3901,12,कारण,ADP,10,case,19,False
train-s7702,10,विजय,PROPN,12,nsubj:pass,41,False
train-s3374,32,किया,VERB,0,root,33,True
train-s12369,8,रखकर,VERB,10,advcl,13,False
train-s8767,11,दायर,ADJ,12,compound,39,False
train-s12984,27,इंटेलीजेंस,PROPN,28,compound,35,False
train-s9194,6,के,ADP,5,case,27,False
train-s11927,13,धार्मिक,ADJ,12,amod,23,False
train-s12726,12,देश,NOUN,19,obl,32,False
train-s1245,2,दोनों,NUM,3,nummod,8,False
train-s10569,15,ही,PART,16,dep,68,False
train-s6231,14,अध्यक्ष,NOUN,19,nmod,46,False
train-s7787,12,भी,PART,11,dep,15,False
train-s132,4,भरपूर,ADJ,6,amod,20,False
train-s852B,18,देखा,VERB,20,acl:relcl,30,False
train-s12400,14,और,CCONJ,25,cc,27,False
train-s2702,25,मणि,PROPN,14,conj,47,False
train-s8583,9,किसानों,NOUN,11,nmod,14,False
train-s3794,4,गया,AUX,3,aux:pass,22,False
train-s3375,12,को,ADP,11,case,18,False
train-s11356,5,दोनों,NUM,6,nummod,30,False
train-s13270,18,भी,PART,17,dep,21,False
train-s12394,7,के,ADP,6,case,31,False
train-s11376,4,आडवाणी,PROPN,2,conj,27,False
train-s13079,17,ईसाई,ADJ,15,conj,28,False
train-s7525,6,चल,VERB,0,root,9,True
train-s8565,7,घिरा,VERB,11,acl,18,False
train-s2607,18,वहाँ,PRON,19,obl,23,False
train-s7526,35,इस,PRON,40,obl,42,False
train-s12204,13,करने,VERB,16,amod,39,False
train-s8637,8,मरांडी,PROPN,2,conj,19,False
train-s11168,12,कि,SCONJ,21,mark,23,False
train-s7337,7,बेचैनी,NOUN,9,obl,26,False
train-s5232,9,फैसले,NOUN,11,obj,13,False
train-s11148,12,पार्टी,NOUN,34,nsubj,36,False
train-s3526,3,दस्ते,NOUN,14,nsubj,16,False
train-s10426,17,को,ADP,16,case,25,False
train-s12701,39,शेयरों,NOUN,41,nmod,45,False
train-s11871,2,में,ADP,1,case,12,False
train-s9888,12,पौंड,NOUN,14,nmod,24,False
train-s9117,7,७५,NUM,8,nummod,12,False
train-s4746,1,आपको,PRON,5,nsubj,21,False
train-s9619,12,के.,PROPN,13,compound,35,False
train-s3098,3,नोबल,PROPN,4,compound,10,False
train-s10861,27,और,CCONJ,28,cc,39,False
train-s4953,8,कहा,VERB,0,root,17,True
train-s7233,12,हुए,AUX,11,aux,17,False
train-s5118,12,अपने,PRON,14,nmod,28,False
train-s6887,17,है,AUX,16,aux,18,False
train-s9960,7,देशों,NOUN,9,nmod,14,False
train-s3168,20,प्रति,PART,19,dep,27,False
train-s2671,7,आशय,NOUN,9,nmod,38,False
train-s1647,8,में,ADP,7,case,30,False
train-s8796,11,हैं,AUX,10,aux,12,False
train-s8843,12,निर्धारित,ADJ,13,amod,22,False
train-s3090,8,शिष्टमंडल,NOUN,12,nsubj,14,False
train-s8413,40,पूरी,ADJ,41,compound,50,False
train-s8929,4,पेशकश,NOUN,7,obj,34,False
train-s7787,11,बारिश,NOUN,14,compound,15,False
train-s3872,1,रिपोर्ट,NOUN,29,obl,32,False
train-s5623,12,के,ADP,11,case,32,False
train-s91,21,एक,NUM,22,nummod,28,False
train-s11405,25,सदस्य,NOUN,26,obj,28,False
train-s10800,8,आया,VERB,0,root,32,True
train-s10784,6,में,ADP,5,mark,11,False
train-s3301,9,नहीं,PART,8,advmod,24,False
train-s9682,17,प्रदर्शनकारियों,NOUN,27,obl,28,False
train-s6635,1,बदमाशों,NOUN,15,nsubj,17,False
train-s4001,13,हैं,AUX,10,aux:pass,14,False
train-s2189,1,उन्होंने,PRON,3,nsubj,16,False
train-s12459,9,ग्राहकों,NOUN,11,nmod,17,False
train-s13063,16,आयोग,PROPN,22,nsubj,24,False
train-s8481,27,को,ADP,26,case,36,False
train-s11272,28,हैं,AUX,27,cop,29,False
train-s2138,17,अधिकारियों,NOUN,19,obj,28,False
train-s11722,4,करीबी,ADJ,5,amod,23,False
train-s7480,15,७,NUM,16,nummod,35,False
train-s8429,3,के,ADP,2,case,43,False
train-s6965,4,है,AUX,3,cop,30,False
train-s6073,25,के,ADP,24,mark,32,False
train-s1632,39,हैं,AUX,19,cop,40,False
train-s1913,17,लिए,ADP,16,case,23,False
train-s11109,18,को,ADP,8,case,51,False
train-s4457,23,जख्मी,ADJ,24,compound,26,False
train-s10870,7,शासनकाल,NOUN,32,obl,34,False
train-s4840,29,बेची,VERB,12,acl:relcl,31,False
train-s10383,5,ने,ADP,4,case,20,False
train-s9366,7,थे,AUX,4,cop,8,False
train-s10568,61,पर,ADP,60,case,82,False
train-s13113,24,सकती,AUX,23,aux,26,False
train-s7507,1,किसी,PRON,2,det,15,False
train-s7106,6,में,ADP,5,case,14,False
train-s12284,4,सभी,DET,5,det,15,False
train-s11712,22,कर,VERB,0,root,25,True
train-s4687,16,देश,NOUN,19,nmod,25,False
train-s8026,8,भारत,PROPN,10,nmod,29,False
train-s3526,14,जुटे,VERB,0,root,16,True
train-s823,12,सुरक्षा,NOUN,14,nmod,31,False
train-s12234,16,का,ADP,15,case,32,False
train-s8223,8,सैयद,PROPN,11,compound,26,False
train-s4699,6,के,ADP,5,case,22,False
train-s7821,8,सतह,NOUN,13,obl,26,False
train-s2389,12,किया,VERB,2,obj,14,False
train-s11509,32,पेश,ADJ,33,compound,36,False
train-s5730,32,तबाही,NOUN,30,conj,39,False
train-s4934,26,है,AUX,25,cop,27,False
train-s6609,18,बने,VERB,5,acl,37,False
train-s8924,23,का,ADP,22,case,28,False
train-s6738,17,कश्मीर,PROPN,18,nmod,35,False
train-s2463,16,कमी,NOUN,17,compound,19,False
train-s5705,3,करनाल,PROPN,9,nsubj,30,False
train-s8558,8,का,ADP,7,case,33,False
train-s460,16,गई,AUX,15,aux:pass,18,False
train-s1527,5,रविवार,PROPN,6,nmod,38,False
train-s9416,17,है,AUX,15,aux:pass,18,False
train-s11883,24,रहे,AUX,23,aux,26,False
train-s12805,22,बगदाद,PROPN,24,obl,27,False
train-s12569,7,मंत्रालय,NOUN,13,nsubj,17,False
train-s11065,16,कि,SCONJ,23,mark,24,False
train-s5312,11,इस्तेमाल,NOUN,12,compound,14,False
train-s11872,1,पाक,PROPN,2,nmod,21,False
train-s2768,5,साथ,ADP,3,case,15,False
train-s7009,13,सुरक्षा,NOUN,14,compound,17,False
train-s8272,6,तालुकदार,PROPN,8,nsubj,20,False
train-s255,12,दिया,VERB,11,compound,15,False
train-s6533,9,पुस्तक,NOUN,12,nmod,25,False
train-s3113,5,जिम्मेदारी,NOUN,8,nsubj,10,False
train-s7999,2,कमरे,NOUN,9,obl,12,False
train-s11391,23,वरिष्ठ,ADJ,24,amod,29,False
train-s6666,6,मंगलवार,PROPN,8,obl,20,False
train-s2052,16,किया,VERB,0,root,18,True
train-s9507,2,संघों,NOUN,20,nsubj,22,False
train-s564,14,के,ADP,5,dislocated,46,False
train-s9305,19,सिंह,PROPN,22,iobj,24,False
train-s4612,26,हैं,AUX,25,cop,27,False
train-s1268,32,आई,VERB,31,compound,34,False
train-s9671,4,मंत्री,PROPN,6,nmod,29,False
train-s11258,23,याद,NOUN,24,obj,41,False
train-s7573,25,लेने,VERB,28,advcl,31,False
train-s12396,10,जॉर्ज,PROPN,12,nsubj,36,False
train-s6560,36,की,ADP,35,mark,51,False
train-s68,1,इसके,PRON,2,nmod,21,False
train-s1751,12,शत्रुता,NOUN,14,obj,29,False
train-s8184,23,में,ADP,22,case,34,False
train-s3512,20,दिया,VERB,19,compound,21,False
train-s12142,12,मंगलवार,PROPN,21,obl,33,False
train-s10087,8,रिहा,ADJ,9,compound,18,False
train-s5589,1,इसके,PRON,7,obl,20,False
train-s7559,4,केंद्रीय,ADJ,5,amod,35,False
train-s3016,15,लटकती,VERB,16,acl,25,False
train-s442,6,तराशकर,VERB,10,advcl,13,False
train-s8566,9,प्राथमिक,ADJ,10,amod,15,False
train-s11045,6,न्यायमूर्ति,NOUN,8,compound,36,False
train-s9899,26,सिलेंडर,NOUN,28,nmod,42,False
train-s9643,2,लिए,ADP,1,case,11,False
train-s2903,14,ने,ADP,13,case,18,False
train-s10407,38,बनाने,VERB,40,nmod,43,False
train-s4513,5,बल्लेबाजी,NOUN,6,compound,36,False
train-s4474,5,यह,DET,6,det,9,False
train-s12031,6,पर,ADP,5,case,18,False
train-s4664,1,महिला,PROPN,3,compound,24,False
train-s3358,13,थे,AUX,11,aux:pass,14,False
train-s6419,10,भारतीयों,NOUN,2,nmod,54,False
train-s11359,9,पर,ADP,8,case,37,False
train-s3810,11,की,ADP,10,case,22,False
train-s2416,4,१२वीं,ADJ,5,amod,12,False
train-s1062,11,टीका,NOUN,13,compound,20,False
train-s790,1,आधिकारिक,ADJ,2,amod,37,False
train-s7551,27,था,AUX,25,aux:pass,39,False
train-s7596,6,सभी,DET,7,det,21,False
train-s6791,7,औद्योगिक,ADJ,9,amod,28,False
train-s2531,4,बिहार,PROPN,2,conj,17,False
train-s9610,3,दिनों,NOUN,16,obl,18,False
train-s9286,3,की,ADP,2,case,17,False
train-s8337,1,वी.,PROPN,3,compound,23,False
train-s9226,11,भंग,NOUN,12,compound,22,False
train-s917,3,की,ADP,2,case,16,False
train-s7927,1,एबीसी,PROPN,3,nsubj,13,False
train-s7071,5,दौरान,ADP,3,case,21,False
train-s7457,23,महाराज,PROPN,10,conj,26,False
train-s2436,16,समझौते,NOUN,19,obl,20,False
train-s6323,8,से,ADP,7,case,15,False
train-s8497,34,है,AUX,33,aux,35,False
train-s12896,10,होना,VERB,12,nsubj,13,False
train-s3561,13,चला,VERB,10,conj,15,False
train-s949,17,आक्रामक,ADJ,18,amod,23,False
train-s6329,13,चल,VERB,0,root,27,True
train-s8203,11,याचिका,NOUN,13,obl,34,False
train-s4124,21,से,ADP,20,case,28,False
train-s9169,28,दिशा,NOUN,29,compound,33,False
train-s1376,25,ऐसा,DET,26,det,38,False
train-s8262,16,३,PROPN,17,compound,22,False
train-s8956,1,एक,NUM,3,nummod,24,False
train-s6681,8,के,ADP,7,case,37,False
train-s13263,8,है,AUX,7,aux,26,False
train-s8635,18,योजनाओं,NOUN,23,obl,33,False
train-s6462,6,दो,NUM,9,nummod,20,False
train-s10024,10,करते,VERB,12,advcl,24,False
train-s4708,27,अधिनियम,PROPN,28,compound,35,False
train-s11083,13,प्रधानमंत्री,PROPN,18,obl,23,False
train-s10294,8,दिनों,NOUN,10,nmod,30,False
train-s4569,25,हड़तालें,NOUN,26,nsubj,28,False
train-s5461,5,को,ADP,4,case,17,False
train-s4402,9,मुजाहिदीन,PROPN,11,nsubj,13,False
train-s9936,7,चुनाव,NOUN,19,obl,21,False
train-s7905,7,करने,VERB,19,advcl,20,False
train-s10751,11,सदस्य,NOUN,12,compound,13,False
train-s7093,16,लोगों,NOUN,19,nmod,24,False
train-s1127,18,की,ADP,17,case,23,False
train-s7826,9,आकार,NOUN,12,nmod,25,False
train-s10015,18,मुहिम,NOUN,21,obl,23,False
train-s530,6,हम,DET,7,det,15,False
train-s10735,30,व,CCONJ,31,cc,58,False
train-s6771,22,की,ADP,21,mark,26,False
train-s2230,10,यह,DET,11,det,35,False
train-s3359,14,को,ADP,13,case,20,False
train-s3785,8,सुभाष,PROPN,13,compound,28,False
train-s3251,9,कि,SCONJ,17,mark,27,False
train-s2738,19,हो,VERB,0,root,21,True
train-s8777,13,लिए,ADP,11,case,26,False
train-s413,7,हैं,AUX,6,cop,8,False
train-s2407,14,वाला,ADJ,13,compound,27,False
train-s11739,2,भर,PART,1,dep,12,False
train-s5141,18,माफिया,NOUN,21,compound,45,False
train-s3445,26,गए,AUX,25,aux,28,False
train-s6732,31,लिए,ADP,19,mark,54,False
train-s2389,13,गया,AUX,12,aux:pass,14,False
train-s1866,10,बड़ी,ADJ,11,amod,19,False
train-s8176,18,आरोपी,NOUN,23,obl,32,False
train-s8464,5,थी,AUX,4,cop,39,False
train-s3748,9,के,ADP,8,mark,21,False
train-s11734,2,इन,DET,3,det,24,False
train-s9183,7,पानी,NOUN,8,obj,21,False
train-s12789,9,की,ADP,8,case,18,False
train-s7503,5,अपने,PRON,3,compound,16,False
train-s516,16,पर,ADP,15,case,18,False
train-s3908,9,को,ADP,8,case,21,False
train-s12854,8,कंवजेस,NOUN,9,compound,11,False
train-s10569,40,के,ADP,39,case,68,False
train-s7610,8,हुए,AUX,7,aux,30,False
train-s786,5,के,ADP,4,case,28,False
train-s1783,9,के,ADP,8,case,26,False
train-s6203,7,इंदिरा,PROPN,8,compound,24,False
train-s1253,3,पिता,NOUN,6,iobj,24,False
train-s10698,22,शपथ,NOUN,23,compound,25,False
train-s5982,4,जिलों,NOUN,6,nmod,27,False
train-s12879,8,लिखने,VERB,0,root,11,True
train-s11472,4,ब्याज,NOUN,5,compound,15,False
train-s3945,7,होने,VERB,15,advcl,28,False
train-s11132,18,जवाब,NOUN,22,obl,30,False
train-s11895,11,से,ADP,10,case,13,False
train-s389,5,ग्रीक,ADJ,7,amod,12,False
train-s4386,8,कि,SCONJ,18,mark,21,False
train-s9267,19,रही,VERB,0,root,20,True
train-s9800,20,पहुंचा,VERB,12,obj,22,False
train-s3772,2,है,AUX,1,cop,20,False
train-s9983,41,होने,VERB,43,nmod,48,False
train-s7352,12,वाला,ADJ,11,compound,20,False
train-s4299,10,कर,VERB,21,advcl,22,False
train-s1727,6,में,ADP,5,case,34,False
train-s6321,2,कहा,VERB,0,root,12,True
train-s6937,3,कहा,VERB,0,root,39,True
train-s1074,19,चढ़,VERB,0,root,21,True
train-s9410,12,देना,VERB,4,obj,14,False
train-s2805,8,सरकारी,ADJ,11,amod,24,False
train-s3516,5,से,ADP,4,case,11,False
train-s6262,17,प्रतिनिधि,NOUN,0,root,20,True
train-s9731,13,के,ADP,12,case,39,False
train-s5739,4,सर्वे,NOUN,6,nsubj,30,False
train-s1082,2,के,ADP,1,case,24,False
train-s3459,4,वरिष्ठतम,ADJ,5,amod,13,False
train-s392,2,में,ADP,1,case,12,False
train-s10811,2,८.६७,NUM,3,nummod,16,False
train-s4703,3,आम,ADJ,4,amod,20,False
train-s12639,10,स्थिति,NOUN,12,nsubj,15,False
train-s6741,9,के,ADP,8,case,25,False
train-s11101,13,उत्पादन,NOUN,14,nsubj,23,False
train-s12148,12,कि,SCONJ,18,mark,21,False
train-s12624,23,और,CCONJ,24,cc,34,False
train-s4453,2,आतंकी,ADJ,3,amod,38,False
train-s9701,3,1983,PROPN,5,nmod,26,False
train-s9141,4,और,CCONJ,6,cc,14,False
train-s1129,25,था,AUX,24,aux,26,False
train-s8450,28,तोपों,NOUN,34,obj,39,False
train-s12197,7,की,ADP,6,case,42,False
train-s10680,23,पर,ADP,22,case,29,False
train-s1884,16,राहत,NOUN,17,compound,20,False
train-s2255,8,इस,DET,9,det,22,False
train-s11561,4,भारत,PROPN,6,nmod,15,False
train-s6971,1,प्रधानमंत्री,NOUN,7,nsubj,9,False
train-s13201,16,के,ADP,15,mark,27,False
train-s9245,29,परंतु,CCONJ,35,cc,38,False
train-s3489,7,घंटों,NOUN,11,obl,12,False
